0
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5849, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 3625, Loan Amount: 108.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 39147, Loan Amount: 120.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2178, Loan Amount: 66.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2383, Loan Amount: 58.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Unknown, Married: Yes, Education: Graduate, Applicant Income: 674, Loan Amount: 168.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 9328, Loan Amount: 188.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 4885, Loan Amount: 48.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 12000, Loan Amount: 164.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 6033, Loan Amount: 160.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3858, Loan Amount: 76.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4191, Loan Amount: 120.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3125, Loan Amount: 170.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 8333, Loan Amount: 187.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 1907, Loan Amount: 120.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 3416, Loan Amount: 113.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 11000, Loan Amount: 83.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2600, Loan Amount: 90.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4923, Loan Amount: 166.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3992, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3500, Loan Amount: 135.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3917, Loan Amount: 124.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 4408, Loan Amount: 120.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3244, Loan Amount: 80.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 3975, Loan Amount: 55.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2479, Loan Amount: 59.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3418, Loan Amount: 127.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 10000, Loan Amount: 214.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3430, Loan Amount: 128.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7787, Loan Amount: 240.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 5703, Loan Amount: 130.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3173, Loan Amount: 137.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3850, Loan Amount: 100.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 150, Loan Amount: 135.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3727, Loan Amount: 131.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5000, Loan Amount: 72.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 4283, Loan Amount: 127.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2221, Loan Amount: 60.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4009, Loan Amount: 116.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2971, Loan Amount: 144.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7578, Loan Amount: 175.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6250, Loan Amount: 128.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3250, Loan Amount: 170.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 4735, Loan Amount: 138.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6250, Loan Amount: 210.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Unknown, Education: Graduate, Applicant Income: 4758, Loan Amount: 158.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 6400, Loan Amount: 200.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2491, Loan Amount: 104.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3716, Loan Amount: 42.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 3189, Loan Amount: 120.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 8333, Loan Amount: 280.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3155, Loan Amount: 140.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5500, Loan Amount: 170.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5746, Loan Amount: 255.0, Credit History: Unknown, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3463, Loan Amount: 122.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3812, Loan Amount: 112.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3315, Loan Amount: 96.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5819, Loan Amount: 120.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2510, Loan Amount: 140.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2965, Loan Amount: 155.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6250, Loan Amount: 108.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3406, Loan Amount: 123.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 6050, Loan Amount: 120.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 9703, Loan Amount: 112.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 6608, Loan Amount: 137.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2882, Loan Amount: 123.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1809, Loan Amount: 90.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 1668, Loan Amount: 201.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3427, Loan Amount: 138.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2583, Loan Amount: 104.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2661, Loan Amount: 279.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 16250, Loan Amount: 192.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3083, Loan Amount: 255.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 6045, Loan Amount: 115.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5250, Loan Amount: 94.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 14683, Loan Amount: 304.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 4931, Loan Amount: 128.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6083, Loan Amount: 330.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2060, Loan Amount: 134.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3481, Loan Amount: 155.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 7200, Loan Amount: 120.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5166, Loan Amount: 128.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4095, Loan Amount: 151.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4708, Loan Amount: 150.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4333, Loan Amount: 160.0, Credit History: 0.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3418, Loan Amount: 135.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2876, Loan Amount: 90.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3237, Loan Amount: 30.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 11146, Loan Amount: 136.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2833, Loan Amount: 126.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2620, Loan Amount: 150.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3900, Loan Amount: 90.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2750, Loan Amount: 115.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3993, Loan Amount: 207.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3103, Loan Amount: 80.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 14583, Loan Amount: 436.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Not Graduate, Applicant Income: 4100, Loan Amount: 124.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 4053, Loan Amount: 158.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3927, Loan Amount: 112.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2301, Loan Amount: 78.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 1811, Loan Amount: 54.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 20667, Loan Amount: Unknown, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3158, Loan Amount: 89.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2600, Loan Amount: 99.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3704, Loan Amount: 120.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 4124, Loan Amount: 115.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 9508, Loan Amount: 187.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3075, Loan Amount: 139.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4400, Loan Amount: 127.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3153, Loan Amount: 134.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 5417, Loan Amount: 143.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2383, Loan Amount: 172.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4416, Loan Amount: 110.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6875, Loan Amount: 200.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 4666, Loan Amount: 135.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 5000, Loan Amount: 151.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2014, Loan Amount: 113.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 1800, Loan Amount: 93.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2875, Loan Amount: 105.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 5000, Loan Amount: 132.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1625, Loan Amount: 96.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4000, Loan Amount: 140.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2000, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3762, Loan Amount: 135.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2400, Loan Amount: 104.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 20233, Loan Amount: 480.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 7667, Loan Amount: 185.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2917, Loan Amount: 84.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2927, Loan Amount: 111.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2507, Loan Amount: 56.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5746, Loan Amount: 144.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Unknown, Married: Yes, Education: Graduate, Applicant Income: 2473, Loan Amount: 159.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3399, Loan Amount: 111.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3717, Loan Amount: 120.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2058, Loan Amount: 88.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3541, Loan Amount: 112.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 10000, Loan Amount: 155.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2400, Loan Amount: 115.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4342, Loan Amount: 124.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3601, Loan Amount: Unknown, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3166, Loan Amount: 132.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 15000, Loan Amount: 300.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8666, Loan Amount: 376.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4917, Loan Amount: 130.0, Credit History: 0.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5818, Loan Amount: 184.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 4333, Loan Amount: 110.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2500, Loan Amount: 67.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4384, Loan Amount: 117.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2935, Loan Amount: 98.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2833, Loan Amount: 71.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 63337, Loan Amount: 490.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Unknown, Married: Yes, Education: Graduate, Applicant Income: 9833, Loan Amount: 182.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5503, Loan Amount: 70.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5250, Loan Amount: 160.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2500, Loan Amount: 176.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 1830, Loan Amount: Unknown, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 4160, Loan Amount: 71.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2647, Loan Amount: 173.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2378, Loan Amount: 46.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 4554, Loan Amount: 158.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3173, Loan Amount: 74.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2583, Loan Amount: 125.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2499, Loan Amount: 160.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3523, Loan Amount: 152.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3083, Loan Amount: 126.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6333, Loan Amount: 259.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2625, Loan Amount: 187.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 9083, Loan Amount: 228.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 8750, Loan Amount: 308.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2666, Loan Amount: 95.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 5500, Loan Amount: 105.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 2423, Loan Amount: 130.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3813, Loan Amount: 116.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8333, Loan Amount: 165.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3875, Loan Amount: 67.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3000, Loan Amount: 100.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5167, Loan Amount: 200.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 4723, Loan Amount: 81.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5000, Loan Amount: 236.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4750, Loan Amount: 130.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3013, Loan Amount: 95.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 6822, Loan Amount: 141.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 6216, Loan Amount: 133.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2500, Loan Amount: 96.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5124, Loan Amount: 124.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6325, Loan Amount: 175.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
